Year,Threat_Category,Layer,Severity,Incident_Count,Mitigation_Effectiveness,Reported_Cases
2024,DDoS Attack,PaaS,High,89,2.7,115
2019,Data Breach,IaaS,Low,23,5.9,19
2021,API Abuse,PaaS,Medium,25,5.8,15
2024,DDoS Attack,PaaS,High,88,3.3,93
2020,Insider Threat,PaaS,High,38,2.6,37
2022,Insider Threat,PaaS,Medium,1,4.6,0
2023,Data Breach,PaaS,Medium,79,3.1,49
2022,API Abuse,SaaS,Medium,17,5.9,14
2021,API Abuse,IaaS,Low,35,5.8,33
2024,Phishing,IaaS,Low,36,8.5,30
2023,Zero-Day Vulnerability,PaaS,Medium,40,5.8,26
2022,Phishing,PaaS,Low,1,6.8,1
2021,Zero-Day Vulnerability,PaaS,Low,32,7.8,19
2021,Container Escape,SaaS,Low,42,8.4,36
2019,Data Breach,IaaS,Low,43,4.4,51
2021,DDoS Attack,IaaS,Low,88,9.1,51
2023,Insider Threat,PaaS,Low,1,5.8,0
2023,DDoS Attack,IaaS,High,70,5.0,48
2024,Phishing,SaaS,Low,13,4.2,13
2024,Zero-Day Vulnerability,PaaS,Medium,57,4.1,43
2021,API Abuse,SaaS,Medium,31,2.6,14
2022,Data Breach,SaaS,Low,32,9.3,30
2020,Zero-Day Vulnerability,PaaS,Medium,53,4.3,55
2019,DDoS Attack,PaaS,Low,48,7.2,26
2022,API Abuse,SaaS,Low,13,7.8,15
2024,Insider Threat,IaaS,Medium,11,4.8,9
2019,DDoS Attack,SaaS,Low,33,8.3,41
2020,Supply Chain Compromise,SaaS,Low,1,8.4,1
2020,DDoS Attack,SaaS,High,76,5.3,71
2019,Zero-Day Vulnerability,PaaS,Medium,41,5.8,50
2020,Data Breach,PaaS,Low,35,6.6,25
2020,Insider Threat,PaaS,Medium,32,4.7,14
2021,Insider Threat,PaaS,Medium,42,8.2,19
2019,Insider Threat,IaaS,Medium,12,5.0,5
2019,Misconfiguration,IaaS,Medium,23,10.0,23
2020,DDoS Attack,IaaS,High,93,2.8,64
2020,Misconfiguration,SaaS,Low,22,8.5,26
2020,Insider Threat,PaaS,Medium,50,3.5,52
2022,Misconfiguration,PaaS,Low,19,8.3,10
2022,API Abuse,PaaS,Medium,7,10.0,8
2020,Insider Threat,PaaS,Low,1,5.8,0
2023,DDoS Attack,PaaS,Medium,61,4.6,76
2024,Phishing,SaaS,Medium,7,8.1,8
2021,Insider Threat,SaaS,High,36,7.7,35
2020,DDoS Attack,PaaS,High,78,5.3,82
2020,Data Breach,SaaS,Low,66,5.4,51
2019,Misconfiguration,IaaS,Medium,17,4.0,9
2022,Insider Threat,SaaS,High,40,5.3,49
2022,Container Escape,IaaS,Medium,24,5.3,11
2024,Phishing,SaaS,High,39,4.4,25
2020,API Abuse,SaaS,Medium,72,5.0,67
2020,Phishing,PaaS,Low,8,8.1,10
2024,Zero-Day Vulnerability,IaaS,Low,4,9.8,1
2019,Data Breach,PaaS,Low,41,4.7,36
2021,Container Escape,PaaS,Low,6,6.8,2
2022,Data Breach,SaaS,Low,29,6.3,31
2022,API Abuse,SaaS,Medium,41,3.9,48
2021,Phishing,IaaS,Medium,4,5.7,4
2019,DDoS Attack,PaaS,High,33,2.1,31
2024,Malware Injection,IaaS,Low,9,8.6,6
2020,Container Escape,SaaS,Low,59,5.6,24
2021,Data Breach,PaaS,Medium,51,5.7,46
2024,Insider Threat,SaaS,Medium,30,6.6,34
2022,Data Breach,SaaS,High,74,1.6,69
2022,Supply Chain Compromise,PaaS,Medium,78,5.2,93
2021,DDoS Attack,PaaS,Low,18,6.1,11
2024,Insider Threat,PaaS,Low,1,8.7,1
2021,Misconfiguration,SaaS,Low,6,10.0,6
2020,Malware Injection,IaaS,Medium,1,4.8,0
2019,Insider Threat,IaaS,Low,10,5.3,6
2024,Data Breach,IaaS,Low,1,8.6,0
2019,Zero-Day Vulnerability,IaaS,Low,57,8.2,58
2019,Phishing,IaaS,High,27,5.4,21
2020,Phishing,IaaS,Low,24,7.3,30
2021,Data Breach,IaaS,Low,28,6.6,31
2024,API Abuse,PaaS,Low,26,7.1,31
2021,Supply Chain Compromise,PaaS,Medium,63,7.1,65
2024,Phishing,SaaS,Low,26,5.2,30
2022,API Abuse,PaaS,Low,19,8.1,11
2022,Misconfiguration,SaaS,Low,23,7.3,14
2021,Insider Threat,IaaS,Low,48,9.0,47
2020,Insider Threat,PaaS,Medium,34,6.4,15
2021,API Abuse,IaaS,Low,8,7.2,4
2019,API Abuse,IaaS,High,34,5.4,24
2019,Malware Injection,SaaS,Low,44,9.6,22
2024,Insider Threat,IaaS,Low,1,10.0,1
2023,DDoS Attack,SaaS,Medium,52,5.4,62
2021,Misconfiguration,SaaS,Medium,52,4.2,63
2019,Zero-Day Vulnerability,IaaS,Medium,102,5.5,105
2019,Misconfiguration,SaaS,Low,39,5.1,37
2024,Malware Injection,IaaS,Low,1,6.1,0
2021,Data Breach,SaaS,Low,48,8.1,20
2019,DDoS Attack,SaaS,Medium,67,4.8,57
2023,DDoS Attack,PaaS,Medium,49,6.5,32
2019,Zero-Day Vulnerability,IaaS,Medium,43,4.3,26
2022,Phishing,PaaS,Low,30,8.2,18
2019,Insider Threat,PaaS,Low,1,9.2,0
2020,Insider Threat,PaaS,Medium,57,5.2,40
2020,Supply Chain Compromise,PaaS,Low,30,5.4,12
2019,Container Escape,PaaS,Low,47,6.5,22
2024,API Abuse,IaaS,Medium,51,2.3,58
2019,Data Breach,IaaS,Low,57,6.8,53
2024,Insider Threat,SaaS,High,86,2.6,60
2021,Zero-Day Vulnerability,IaaS,Low,49,6.9,39
2019,Container Escape,IaaS,Low,1,7.8,1
2022,Zero-Day Vulnerability,IaaS,Low,34,6.9,43
2020,Data Breach,IaaS,Medium,46,5.3,25
2021,API Abuse,IaaS,Medium,38,5.9,39
2023,Data Breach,IaaS,Low,1,4.5,0
2020,API Abuse,IaaS,High,32,5.0,34
2024,Phishing,IaaS,High,61,5.6,58
2023,Misconfiguration,PaaS,Low,2,4.7,1
2023,Supply Chain Compromise,PaaS,Low,40,7.9,16
2022,DDoS Attack,PaaS,Low,14,5.2,5
2024,Container Escape,PaaS,High,44,3.8,49
2021,DDoS Attack,PaaS,High,62,3.7,37
2020,Data Breach,PaaS,High,65,5.0,35
2023,Phishing,PaaS,Low,38,8.3,32
2024,Zero-Day Vulnerability,IaaS,High,59,3.4,60
2024,Malware Injection,IaaS,Medium,21,6.3,11
2022,Insider Threat,SaaS,Medium,46,6.4,24
2021,Zero-Day Vulnerability,SaaS,Medium,35,3.5,34
2019,Zero-Day Vulnerability,IaaS,High,51,1.0,37
2021,Zero-Day Vulnerability,IaaS,High,58,4.4,72
2019,Misconfiguration,PaaS,Low,1,9.4,0
2019,Data Breach,IaaS,Low,40,7.3,20
2020,Container Escape,SaaS,Low,6,6.4,5
2020,Zero-Day Vulnerability,PaaS,Medium,23,10.0,9
2021,Malware Injection,IaaS,Low,2,6.6,0
2019,DDoS Attack,PaaS,Medium,54,2.7,23
2019,Container Escape,IaaS,Low,40,5.8,27
2024,Phishing,IaaS,Medium,37,5.5,18
2023,API Abuse,SaaS,High,58,4.4,49
2024,Container Escape,SaaS,Low,15,8.1,7
2022,Phishing,IaaS,Medium,28,1.9,16
2020,DDoS Attack,IaaS,Low,48,8.4,29
2022,Zero-Day Vulnerability,SaaS,Low,1,6.0,0
2021,API Abuse,IaaS,Medium,30,5.4,29
2024,Phishing,PaaS,Medium,54,7.6,46
2021,Zero-Day Vulnerability,IaaS,Low,17,7.0,6
2019,Misconfiguration,PaaS,Medium,35,3.9,15
2019,Insider Threat,SaaS,Medium,59,6.7,62
2021,Phishing,PaaS,Low,44,6.3,38
2024,Phishing,IaaS,Low,31,7.5,22
2023,Supply Chain Compromise,IaaS,Low,1,9.4,0
2022,Phishing,IaaS,Low,28,7.8,31
2019,API Abuse,SaaS,Low,11,5.5,13
2020,Supply Chain Compromise,IaaS,High,60,6.2,27
2019,Zero-Day Vulnerability,IaaS,Low,40,7.7,44
2022,Zero-Day Vulnerability,PaaS,High,57,2.1,32
2020,Data Breach,PaaS,Medium,88,6.4,88
2020,Malware Injection,PaaS,High,64,2.6,76
2020,Malware Injection,PaaS,Low,15,8.7,17
2024,Container Escape,IaaS,Medium,35,6.1,45
2023,Zero-Day Vulnerability,PaaS,Medium,36,6.7,34
2019,Misconfiguration,IaaS,Medium,41,5.7,34
2022,Misconfiguration,SaaS,Medium,42,8.1,36
2021,API Abuse,PaaS,High,44,4.2,40
2021,Zero-Day Vulnerability,IaaS,Low,7,5.8,8
2023,Container Escape,SaaS,Medium,69,5.6,85
2022,Insider Threat,SaaS,Low,11,5.7,14
2023,DDoS Attack,SaaS,Low,23,5.2,20
2022,Container Escape,SaaS,Low,14,6.1,14
2020,Supply Chain Compromise,PaaS,Medium,31,6.2,32
2021,Malware Injection,PaaS,Low,1,8.4,0
2024,Phishing,PaaS,Medium,44,7.8,18
2022,Data Breach,IaaS,Medium,31,6.2,19
2024,Misconfiguration,IaaS,Medium,38,6.9,43
2021,Phishing,IaaS,Medium,38,10.0,21
2022,Insider Threat,SaaS,Medium,38,6.8,30
2020,DDoS Attack,IaaS,High,53,5.6,28
2022,Misconfiguration,PaaS,Low,6,5.8,3
2023,Misconfiguration,IaaS,Low,6,7.1,7
2024,Supply Chain Compromise,IaaS,Low,37,6.5,21
2019,Supply Chain Compromise,IaaS,Medium,28,6.1,30
2021,Supply Chain Compromise,PaaS,Low,23,7.2,19
2023,Zero-Day Vulnerability,SaaS,Low,39,6.1,30
2019,Container Escape,IaaS,High,88,1.9,38
2023,Malware Injection,IaaS,Low,44,6.8,53
2020,Phishing,IaaS,Low,21,7.0,11
2024,Container Escape,PaaS,High,72,4.8,74
2023,Zero-Day Vulnerability,SaaS,Low,37,6.7,23
2023,Zero-Day Vulnerability,PaaS,Medium,51,7.9,23
2021,Supply Chain Compromise,PaaS,Low,51,7.5,22
2021,Phishing,PaaS,Low,14,7.0,6
2020,API Abuse,PaaS,Low,27,5.1,21
2023,API Abuse,SaaS,Low,21,8.1,22
2020,Container Escape,IaaS,Low,40,5.1,43
2021,Misconfiguration,IaaS,Low,22,8.0,24
2020,Data Breach,PaaS,High,90,3.0,88
2020,Misconfiguration,SaaS,High,73,1.0,88
2020,Supply Chain Compromise,SaaS,Medium,52,7.7,53
2024,DDoS Attack,IaaS,Medium,64,6.5,65
2020,Phishing,PaaS,High,34,3.3,18
2024,Phishing,IaaS,High,44,1.6,39
2022,Misconfiguration,SaaS,Low,23,5.1,25
2022,API Abuse,IaaS,Low,1,5.7,0
2024,Misconfiguration,SaaS,Low,8,7.1,4
2023,Malware Injection,IaaS,High,48,6.3,37
2021,Supply Chain Compromise,SaaS,Medium,65,5.1,41
2023,DDoS Attack,SaaS,Low,5,7.1,3
2020,Insider Threat,PaaS,High,42,3.7,19
2020,Malware Injection,PaaS,Low,1,6.0,0
2020,Supply Chain Compromise,IaaS,High,68,1.0,80
2021,Phishing,PaaS,Low,1,4.4,1
2024,Phishing,IaaS,Low,12,7.3,11
2019,Container Escape,IaaS,Medium,39,3.2,32
2023,Supply Chain Compromise,SaaS,Medium,25,7.0,15
2023,DDoS Attack,SaaS,Medium,37,4.7,47
2020,Insider Threat,PaaS,Low,11,8.6,9
2024,Container Escape,PaaS,High,76,4.8,73
2020,Container Escape,PaaS,High,44,3.5,46
2020,Supply Chain Compromise,SaaS,Low,35,8.7,35
2019,Phishing,PaaS,Medium,5,5.3,6
2020,Phishing,IaaS,Medium,23,6.5,12
2022,Data Breach,IaaS,Medium,52,4.2,65
2020,Misconfiguration,PaaS,Medium,22,7.2,18
2021,Malware Injection,SaaS,High,46,2.3,52
2023,Malware Injection,PaaS,High,68,2.6,74
2022,Data Breach,PaaS,Medium,35,5.5,38
2023,Supply Chain Compromise,IaaS,Medium,54,7.1,69
2023,Misconfiguration,PaaS,Medium,43,7.3,36
2023,Data Breach,PaaS,Low,25,7.1,10
2021,Misconfiguration,IaaS,Low,9,6.5,11
2022,API Abuse,PaaS,Medium,40,6.0,34
2022,DDoS Attack,PaaS,High,90,4.2,65
2024,Container Escape,PaaS,Low,26,5.5,11
2022,Malware Injection,SaaS,Medium,1,9.1,0
2021,Data Breach,IaaS,Low,43,8.2,42
2022,Supply Chain Compromise,SaaS,Medium,58,4.6,32
2024,Insider Threat,IaaS,High,60,4.1,37
2022,Supply Chain Compromise,SaaS,Medium,30,6.1,23
2024,Misconfiguration,IaaS,Low,1,7.4,1
2020,Supply Chain Compromise,PaaS,Medium,75,5.7,79
2019,Data Breach,IaaS,Low,6,7.6,5
2024,API Abuse,IaaS,Medium,48,7.3,59
2021,Malware Injection,IaaS,Low,24,5.2,21
2022,Misconfiguration,IaaS,Low,5,8.6,3
2021,Misconfiguration,IaaS,Medium,49,4.3,52
2019,Phishing,IaaS,Low,27,5.4,15
2022,Supply Chain Compromise,IaaS,Medium,41,3.0,38
2024,Supply Chain Compromise,SaaS,Low,43,8.1,29
2019,DDoS Attack,IaaS,Medium,31,4.1,34
2021,Insider Threat,IaaS,High,65,6.3,67
2021,DDoS Attack,SaaS,Medium,60,6.3,56
2020,Phishing,SaaS,Low,30,7.1,30
2019,Supply Chain Compromise,IaaS,Medium,18,5.1,16
2023,Zero-Day Vulnerability,IaaS,Low,13,5.3,10
2024,Data Breach,SaaS,Low,46,8.8,28
2023,Supply Chain Compromise,IaaS,Medium,68,3.5,81
2024,Zero-Day Vulnerability,PaaS,High,56,4.0,37
2019,Zero-Day Vulnerability,SaaS,Medium,72,5.9,48
2020,Phishing,IaaS,Low,3,7.7,2
2021,Supply Chain Compromise,IaaS,Low,25,6.6,28
2024,API Abuse,PaaS,Medium,40,6.4,49
2019,API Abuse,PaaS,Medium,35,4.5,30
2024,Insider Threat,PaaS,Low,6,6.2,5
2022,API Abuse,SaaS,Low,22,7.4,23
2019,Misconfiguration,IaaS,Low,50,6.6,36
2019,API Abuse,PaaS,High,46,1.4,57
2020,API Abuse,SaaS,High,82,5.3,61
2024,API Abuse,IaaS,Medium,68,6.8,85
2022,Misconfiguration,PaaS,High,45,6.0,57
2020,Insider Threat,PaaS,Low,5,7.5,4
2021,Supply Chain Compromise,PaaS,High,78,4.9,73
2021,Zero-Day Vulnerability,PaaS,Low,12,7.8,8
2024,Zero-Day Vulnerability,IaaS,Low,9,5.5,4
2021,API Abuse,IaaS,High,87,8.2,78
2022,Data Breach,SaaS,High,65,1.8,57
2019,API Abuse,SaaS,Low,1,7.3,1
2021,Data Breach,SaaS,Medium,48,2.3,43
2022,Malware Injection,PaaS,Low,1,8.8,0
2024,Supply Chain Compromise,IaaS,Medium,59,3.2,74
2023,Phishing,IaaS,Medium,46,6.1,38
2019,API Abuse,IaaS,Low,6,8.6,7
2020,API Abuse,PaaS,Medium,60,6.4,76
2020,Container Escape,PaaS,Low,24,10.0,28
2022,Supply Chain Compromise,IaaS,Low,63,7.3,74
2021,Supply Chain Compromise,IaaS,Medium,50,7.4,62
2021,DDoS Attack,PaaS,Medium,45,3.4,26
2019,Container Escape,SaaS,Low,27,6.4,34
2021,Data Breach,SaaS,Low,49,5.6,23
2024,Misconfiguration,IaaS,Medium,44,6.7,25
2022,Phishing,IaaS,High,46,2.9,54
2021,Misconfiguration,PaaS,Low,5,6.9,5
2020,DDoS Attack,PaaS,Low,56,6.8,27
2024,Insider Threat,PaaS,High,58,4.6,46
2023,Supply Chain Compromise,IaaS,Low,6,6.8,4
2020,Insider Threat,PaaS,Low,21,5.5,21
2022,API Abuse,PaaS,Medium,15,9.0,10
2019,Container Escape,IaaS,Low,6,6.4,3
2022,Data Breach,SaaS,Medium,78,4.6,94
2021,Supply Chain Compromise,IaaS,Low,13,8.3,5
2023,Data Breach,PaaS,Low,55,6.2,56
2022,Data Breach,IaaS,Low,49,7.2,21
2024,API Abuse,SaaS,Low,30,6.9,31
2020,Zero-Day Vulnerability,SaaS,High,71,6.0,84
2019,Phishing,SaaS,Low,25,9.8,31
2024,Misconfiguration,PaaS,Low,32,5.9,30
2020,Zero-Day Vulnerability,IaaS,Medium,61,8.5,46
2020,API Abuse,PaaS,Low,22,9.3,11
2023,Insider Threat,PaaS,Medium,29,2.5,16
2021,Data Breach,IaaS,Medium,45,9.4,25
2021,Data Breach,IaaS,Medium,15,5.4,7
2020,Insider Threat,SaaS,Low,3,8.9,1
2021,Malware Injection,IaaS,Medium,1,5.6,0
2024,DDoS Attack,PaaS,Low,25,8.5,26
2020,Insider Threat,PaaS,Low,33,3.7,37
2022,Phishing,PaaS,Low,1,7.3,0
2019,Phishing,IaaS,Medium,17,5.2,13
2024,Zero-Day Vulnerability,PaaS,Low,12,7.6,13
2020,Zero-Day Vulnerability,IaaS,Medium,59,6.4,42
2019,Supply Chain Compromise,IaaS,Medium,38,5.6,25
2023,DDoS Attack,IaaS,Medium,41,4.7,23
2020,Container Escape,IaaS,High,59,2.5,42
2023,Data Breach,IaaS,Low,51,8.9,48
2021,Misconfiguration,IaaS,High,46,5.5,56
2024,Supply Chain Compromise,IaaS,High,80,2.3,71
2024,Supply Chain Compromise,SaaS,Medium,27,5.5,26
2020,Misconfiguration,SaaS,High,59,5.7,54
2021,Zero-Day Vulnerability,SaaS,Low,34,8.9,31
2024,Misconfiguration,IaaS,Low,46,9.1,18
2020,Insider Threat,IaaS,Low,13,5.6,15
2022,Data Breach,IaaS,Medium,32,4.6,40
2024,Insider Threat,SaaS,Low,42,6.7,18
2019,Zero-Day Vulnerability,PaaS,Medium,69,6.1,38
2019,Container Escape,IaaS,Medium,75,6.0,33
2022,Supply Chain Compromise,SaaS,Low,23,6.6,12
2019,Supply Chain Compromise,IaaS,Medium,70,5.9,34
2024,Malware Injection,PaaS,High,55,2.9,67
2021,Data Breach,SaaS,Medium,72,6.8,56
2023,Data Breach,SaaS,Low,34,6.2,22
2019,Misconfiguration,IaaS,Medium,42,4.0,36
2020,Container Escape,IaaS,Low,25,5.9,16
2023,Container Escape,PaaS,Medium,26,4.8,26
2024,Malware Injection,PaaS,Low,22,10.0,20
2023,Data Breach,IaaS,Medium,36,4.6,26
2020,Misconfiguration,IaaS,Low,34,5.8,30
2019,API Abuse,PaaS,Medium,13,5.7,16
2024,Phishing,IaaS,Medium,18,10.0,18
2020,Malware Injection,IaaS,Low,16,7.6,6
2021,Phishing,SaaS,Medium,8,6.9,4
2020,Phishing,SaaS,Low,9,6.9,4
2021,Zero-Day Vulnerability,IaaS,Medium,59,5.3,52
2021,Malware Injection,SaaS,Low,1,6.3,0
2022,DDoS Attack,SaaS,Low,22,6.3,21
2022,Zero-Day Vulnerability,SaaS,Medium,31,4.8,35
2020,Phishing,IaaS,Low,28,8.3,12
2021,DDoS Attack,IaaS,High,51,3.5,49
2021,Insider Threat,IaaS,Medium,29,4.3,36
2024,Malware Injection,IaaS,Medium,43,6.0,18
2024,Data Breach,PaaS,Low,1,7.4,0
2021,Container Escape,PaaS,Medium,17,3.8,20
2020,Container Escape,PaaS,Low,21,6.8,27
2024,Misconfiguration,IaaS,Low,8,6.0,6
2021,Zero-Day Vulnerability,PaaS,Low,1,7.8,0
2022,Malware Injection,SaaS,Low,19,7.6,17
2022,Misconfiguration,IaaS,Low,1,4.6,0
2022,Supply Chain Compromise,IaaS,Medium,37,7.0,16
2021,Supply Chain Compromise,SaaS,Low,35,8.4,24
2021,Zero-Day Vulnerability,PaaS,Low,26,5.7,13
2024,Phishing,PaaS,Low,49,4.8,45
2020,Malware Injection,PaaS,Low,10,7.5,7
2023,Supply Chain Compromise,PaaS,Low,37,9.2,47
2023,Container Escape,SaaS,High,50,3.0,29
2019,Insider Threat,PaaS,Medium,10,5.8,7
2024,Malware Injection,SaaS,Medium,2,9.5,1
2023,Supply Chain Compromise,IaaS,High,63,5.3,40
2024,Container Escape,PaaS,Medium,66,2.8,33
2024,Zero-Day Vulnerability,SaaS,Low,26,9.0,19
2023,DDoS Attack,IaaS,Low,36,7.3,39
2019,Malware Injection,IaaS,Low,9,6.9,5
2024,Phishing,IaaS,Medium,47,6.6,31
2021,Zero-Day Vulnerability,SaaS,Low,10,8.0,8
2020,Zero-Day Vulnerability,IaaS,Medium,40,5.4,41
2020,API Abuse,SaaS,Medium,28,7.3,26
2019,Misconfiguration,IaaS,Medium,19,8.0,21
2022,Supply Chain Compromise,PaaS,Medium,71,3.9,66
2024,Container Escape,PaaS,Low,19,5.1,14
2019,Container Escape,IaaS,Medium,33,4.7,39
2020,Supply Chain Compromise,PaaS,Low,24,7.5,26
2021,DDoS Attack,IaaS,Low,31,8.8,22
2024,Supply Chain Compromise,PaaS,High,87,1.9,100
2024,Data Breach,IaaS,Medium,34,6.4,36
2020,Data Breach,IaaS,Low,42,5.9,36
2021,Malware Injection,SaaS,Low,35,6.6,29
2019,Data Breach,PaaS,Medium,64,6.8,63
2019,Insider Threat,IaaS,Low,30,5.3,35
2023,Container Escape,PaaS,Medium,34,9.0,30
2022,Misconfiguration,IaaS,Low,40,6.3,40
2021,Phishing,IaaS,High,27,4.0,13
2020,Malware Injection,SaaS,High,18,1.8,18
2019,Misconfiguration,PaaS,High,51,3.5,61
2024,Zero-Day Vulnerability,IaaS,Low,79,7.4,39
2023,Insider Threat,PaaS,Medium,10,6.3,7
2020,Zero-Day Vulnerability,PaaS,Low,36,8.5,19
2019,API Abuse,IaaS,Medium,32,5.4,19
2023,Container Escape,PaaS,Low,15,7.1,6
2024,DDoS Attack,IaaS,Low,43,6.3,37
2024,Misconfiguration,PaaS,Medium,36,5.3,24
2019,Phishing,IaaS,Medium,27,5.5,15
2019,Insider Threat,PaaS,Medium,41,7.6,27
2021,Phishing,PaaS,Medium,45,7.8,45
2023,Insider Threat,PaaS,Low,41,6.0,33
2024,API Abuse,SaaS,Medium,40,6.4,24
2024,DDoS Attack,PaaS,Medium,46,8.0,45
2019,Insider Threat,IaaS,Medium,26,7.5,13
2024,Zero-Day Vulnerability,PaaS,Low,8,6.8,6
2024,API Abuse,PaaS,Low,28,7.5,27
2022,Misconfiguration,PaaS,Medium,38,5.0,21
2021,DDoS Attack,IaaS,Low,37,5.8,22
2021,Container Escape,IaaS,Medium,35,2.5,43
2024,API Abuse,SaaS,High,73,6.2,52
2023,Phishing,IaaS,Low,1,5.4,1
2021,DDoS Attack,PaaS,Low,17,5.5,7
2023,Insider Threat,PaaS,High,66,5.0,45
2024,Container Escape,SaaS,Low,31,7.8,25
2019,Data Breach,PaaS,Medium,51,4.8,32
2024,Container Escape,SaaS,Low,11,8.8,7
2024,Zero-Day Vulnerability,PaaS,Medium,43,4.4,40
2020,Malware Injection,SaaS,High,21,3.8,23
2022,Phishing,PaaS,High,3,2.5,3
2024,Phishing,SaaS,Low,8,5.1,8
2022,Phishing,SaaS,Medium,39,4.2,37
2024,Malware Injection,PaaS,High,41,2.1,33
2021,Zero-Day Vulnerability,IaaS,Low,24,7.3,18
2022,Misconfiguration,PaaS,High,80,7.3,103
2020,Malware Injection,PaaS,Medium,37,5.6,21
2019,Supply Chain Compromise,IaaS,Medium,51,3.3,25
2024,Phishing,IaaS,Medium,45,8.7,27
2022,API Abuse,IaaS,Low,1,6.1,0
2023,Zero-Day Vulnerability,SaaS,Medium,79,4.5,45
2021,Data Breach,IaaS,Low,18,6.0,18
2023,API Abuse,IaaS,High,56,8.2,62
2022,DDoS Attack,PaaS,High,75,1.0,53
2024,DDoS Attack,SaaS,Low,1,7.3,1
2019,Phishing,PaaS,High,50,2.9,22
2022,Container Escape,IaaS,High,89,5.3,53
2024,Zero-Day Vulnerability,PaaS,Low,36,7.4,34
2023,API Abuse,PaaS,Low,1,7.5,0
2021,Phishing,IaaS,Low,13,8.5,11
2023,Phishing,PaaS,Low,1,8.7,0
2022,Data Breach,PaaS,Medium,61,5.3,63
2021,Misconfiguration,IaaS,Low,4,6.3,3
2020,Container Escape,SaaS,Low,52,7.3,55
2020,Phishing,SaaS,Low,20,6.5,25
2019,DDoS Attack,PaaS,Medium,19,4.5,8
2019,Misconfiguration,SaaS,Low,14,9.1,10
2021,API Abuse,SaaS,Low,9,6.2,9
2019,Insider Threat,IaaS,Low,15,8.2,9
2022,Zero-Day Vulnerability,IaaS,Medium,48,5.8,24
2019,Malware Injection,PaaS,Low,11,6.5,10
2020,Insider Threat,PaaS,Medium,25,7.6,10
2023,Supply Chain Compromise,PaaS,Medium,48,6.7,32
2019,Container Escape,PaaS,Low,24,5.2,25
2020,Data Breach,SaaS,High,87,6.6,86
2024,DDoS Attack,SaaS,Medium,71,4.2,79
2020,Malware Injection,PaaS,Medium,52,5.5,56
2021,Container Escape,PaaS,High,72,4.7,32
2019,Supply Chain Compromise,SaaS,Low,34,6.8,41
2019,Malware Injection,PaaS,Medium,50,8.9,52
2022,Data Breach,SaaS,Low,26,7.3,27
2020,DDoS Attack,IaaS,Medium,54,7.3,51
2020,Misconfiguration,SaaS,Low,34,6.5,23
2021,Supply Chain Compromise,SaaS,Low,49,7.3,55
2022,API Abuse,PaaS,Medium,33,6.0,18
2019,Data Breach,IaaS,Medium,21,5.1,15
2021,Zero-Day Vulnerability,IaaS,Low,22,7.3,23
2022,Malware Injection,SaaS,Medium,39,4.0,37
2019,Supply Chain Compromise,IaaS,Low,24,6.8,10
2019,Insider Threat,SaaS,Medium,25,4.5,17
2020,API Abuse,PaaS,Medium,63,5.8,66
2022,DDoS Attack,IaaS,Low,29,7.3,27
2019,Misconfiguration,SaaS,Low,24,6.0,29
2021,Insider Threat,IaaS,High,46,4.3,27
2019,Misconfiguration,SaaS,High,48,6.3,49
2021,Misconfiguration,PaaS,Low,17,7.2,7
2020,DDoS Attack,SaaS,Medium,35,5.6,38
2023,Supply Chain Compromise,PaaS,Medium,77,7.1,37
2020,Misconfiguration,IaaS,Low,1,7.7,0
2024,Zero-Day Vulnerability,IaaS,Medium,42,6.8,41
2021,Misconfiguration,PaaS,Low,1,5.8,0
2022,Insider Threat,IaaS,Medium,21,5.8,14
2021,Insider Threat,PaaS,Low,20,7.2,21
2021,API Abuse,IaaS,Low,21,7.0,16
2024,Malware Injection,PaaS,Medium,48,5.5,55
2024,Insider Threat,IaaS,High,33,9.1,33
2023,Container Escape,SaaS,Medium,12,6.6,9
2021,Supply Chain Compromise,IaaS,Low,19,7.6,17
2023,Data Breach,IaaS,Medium,46,5.4,46
2019,Container Escape,IaaS,Medium,51,3.3,53
2019,Insider Threat,PaaS,High,56,1.0,62
2022,Supply Chain Compromise,IaaS,Low,9,8.0,10
2024,Misconfiguration,PaaS,Medium,25,2.9,31
2019,Zero-Day Vulnerability,SaaS,High,78,3.0,43
2023,Insider Threat,SaaS,High,84,2.4,74
2022,Zero-Day Vulnerability,SaaS,Low,25,6.5,14
2020,Data Breach,IaaS,High,71,4.4,78
2019,Supply Chain Compromise,SaaS,Low,31,6.0,17
2020,Misconfiguration,SaaS,Medium,38,3.3,41
2020,DDoS Attack,IaaS,Low,67,9.3,62
2022,Insider Threat,SaaS,Medium,21,6.0,22
2022,Misconfiguration,IaaS,Medium,38,6.2,41
2023,API Abuse,SaaS,Medium,37,8.5,14
2024,Insider Threat,IaaS,Low,5,7.5,2
2024,Zero-Day Vulnerability,IaaS,Medium,13,5.1,10
2019,Zero-Day Vulnerability,SaaS,Low,48,5.1,40
2024,DDoS Attack,IaaS,Medium,36,4.6,35
2021,Supply Chain Compromise,IaaS,Medium,36,5.1,34
2022,Malware Injection,PaaS,Low,5,6.3,5
2023,Misconfiguration,SaaS,Low,1,8.0,0
2019,Malware Injection,IaaS,Low,1,5.8,1
2021,Zero-Day Vulnerability,IaaS,Low,1,8.6,0
2023,Zero-Day Vulnerability,IaaS,Medium,55,6.5,50
2023,API Abuse,PaaS,High,40,4.8,45
2023,Misconfiguration,PaaS,Low,16,6.6,9
